produto_id;fornecedor_id;transportadora_id;lote_id;tipo_mov_id;data;qtde_prod;preco_venda;unidade_medida
24;;;24;3;2024-08-26;35;10.76;UN
33;;;55;3;2024-08-26;19;22.3;UN
85;;8;65;2;2024-08-26;682;35.99;UN
38;;;45;3;2024-08-26;8;33.97;UN
35;19;4;38;1;2024-08-26;399;20.93;UN
63;1;16;2;1;2024-08-26;980;99.56;UN
63;;16;10;2;2024-08-26;316;82.39;UN
126;;;8;3;2024-08-26;37;65.31;UN
12;25;20;6;1;2024-08-26;143;31.52;UN
128;;6;34;2;2024-08-26;390;10.91;UN
57;15;9;70;1;2024-08-26;890;49.41;UN
147;26;14;62;1;2024-08-26;694;0.77;UN
91;32;18;34;1;2024-08-26;407;6.85;UN
42;6;1;70;1;2024-08-26;570;4.73;UN
44;;3;29;2;2024-08-26;597;168.67;UN
39;;14;22;2;2024-08-26;184;45.98;UN
66;3;6;34;1;2024-08-26;859;357.57;UN
43;;4;1;2;2024-08-26;233;26.5;UN
118;;5;17;2;2024-08-26;58;78.8;UN
93;10;19;25;1;2024-08-26;191;36.45;UN
115;3;7;67;1;2024-08-26;937;54.47;UN
85;;;36;3;2024-08-26;25;38.62;UN
62;24;5;7;1;2024-08-26;513;77.84;UN
62;1;3;62;1;2024-08-26;762;99.2;UN
33;;;42;3;2024-08-27;5;23.37;UN
99;5;7;11;1;2024-08-27;553;30.4;UN
62;;;69;3;2024-08-27;23;86.99;UN
36;;10;30;2;2024-08-27;582;0.66;UN
95;;5;27;2;2024-08-27;593;35.42;UN
161;30;7;34;1;2024-08-27;27;31.92;UN
122;7;6;25;1;2024-08-27;842;27.25;UN
90;8;13;48;1;2024-08-27;286;13.81;UN
40;;17;44;2;2024-08-27;719;155.08;UN
97;;14;19;2;2024-08-27;16;24.77;UN
130;23;;36;1;2024-08-27;30;28.78;UN
91;;10;16;2;2024-08-27;728;8.76;UN
38;28;;8;1;2024-08-27;403;34.21;UN
34;3;;17;1;2024-08-27;331;269.82;UN
100;;8;35;2;2024-08-27;298;0.82;UN
131;35;7;55;1;2024-08-27;675;34.84;UN
65;27;;70;1;2024-08-27;885;0.89;UN
68;;;2;3;2024-08-27;3;233.06;UN
105;;4;49;2;2024-08-27;819;189.28;UN
8;;;23;3;2024-08-27;14;15.34;UN
101;34;7;7;1;2024-08-27;817;17.3;UN
135;;;1;3;2024-08-27;11;0.26;UN
110;;2;24;2;2024-08-27;13;34.0;UN
105;;;24;3;2024-08-27;12;158.97;UN
72;25;;34;1;2024-08-27;837;1.86;UN
24;24;11;50;1;2024-08-27;502;9.87;UN
10;33;18;47;1;2024-08-27;987;90.26;UN
141;;7;2;2;2024-08-27;494;74.95;UN
98;36;8;52;1;2024-08-27;632;86.94;UN
137;;7;33;2;2024-08-27;617;6.44;UN
1;;14;37;2;2024-08-27;345;15.11;UN
96;35;17;49;1;2024-08-27;192;24.65;UN
24;;;30;3;2024-08-27;18;10.56;UN
71;;15;52;2;2024-08-27;721;243.71;UN
59;22;11;11;1;2024-08-27;285;9.86;UN
38;22;5;45;1;2024-08-27;360;33.19;UN
31;;;24;2;2024-08-27;516;183.33;UN
151;11;15;59;1;2024-08-27;752;4.91;UN
132;;;20;3;2024-08-27;44;22.27;UN
147;18;13;52;1;2024-08-27;889;0.84;UN
6;24;;22;1;2024-08-27;736;15.56;UN
85;;12;47;2;2024-08-27;701;39.85;UN
61;28;3;29;1;2024-08-27;645;93.51;UN
128;13;;13;1;2024-08-27;639;12.26;UN
135;;13;66;2;2024-08-27;553;0.31;UN
37;;;5;2;2024-08-27;127;23.7;UN
66;31;5;56;1;2024-08-27;272;272.98;UN
2;30;;30;1;2024-08-27;337;69.99;UN
139;16;10;53;1;2024-08-27;641;194.99;UN
134;;4;36;2;2024-08-27;158;1.28;UN
126;;;27;3;2024-08-28;42;72.78;UN
132;;5;31;2;2024-08-28;371;17.02;UN
161;11;5;62;1;2024-08-28;621;29.48;UN
145;3;14;20;1;2024-08-28;368;2.37;UN
108;;20;15;2;2024-08-28;126;289.37;UN
5;22;3;2;1;2024-08-28;836;1327.75;UN
104;12;;10;1;2024-08-28;920;187.99;UN
76;;;70;3;2024-08-28;16;0.6;UN
145;;12;45;2;2024-08-28;254;2.09;UN
87;;;11;3;2024-08-28;26;9.69;UN
111;;3;70;2;2024-08-28;249;158.2;UN
55;;3;25;2;2024-08-28;703;67.86;UN
94;23;12;68;1;2024-08-28;929;33.14;UN
33;35;12;49;1;2024-08-28;993;22.54;UN
136;27;2;16;1;2024-08-28;158;1.66;UN
83;;3;16;2;2024-08-28;123;28.43;UN
59;;;64;3;2024-08-28;41;8.81;UN
77;;15;2;2;2024-08-28;728;1.38;UN
135;;14;21;2;2024-08-28;630;0.26;UN
127;;;70;3;2024-08-28;21;94.93;UN
134;;5;58;2;2024-08-28;741;1.17;UN
83;;;15;3;2024-08-28;30;27.76;UN
2;;;46;2;2024-08-28;826;79.5;UN
27;;;15;3;2024-08-28;6;111.85;UN
118;22;8;25;1;2024-08-28;267;58.09;UN
55;;19;7;2;2024-08-28;896;63.9;UN
92;;10;4;2;2024-08-28;912;9.0;UN
143;;3;62;2;2024-08-28;988;27.7;UN
40;;;35;3;2024-08-28;2;161.28;UN
144;;15;29;2;2024-08-28;802;16.46;UN
117;;12;3;2;2024-08-28;50;54.52;UN
24;;9;15;2;2024-08-28;295;10.1;UN
156;;18;4;2;2024-08-28;11;30.41;UN
92;;;8;3;2024-08-28;34;7.04;UN
123;;;55;2;2024-08-28;698;43.45;UN
114;;12;68;2;2024-08-28;243;10.35;UN
143;;;56;3;2024-08-28;1;25.3;UN
95;;17;17;2;2024-08-28;699;32.47;UN
116;10;;55;1;2024-08-28;281;72.56;UN
83;;;4;3;2024-08-28;43;27.28;UN
145;36;;64;1;2024-08-28;771;2.24;UN
104;20;5;54;1;2024-08-28;593;228.14;UN
48;;2;17;2;2024-08-28;305;5245.69;UN
66;;;9;3;2024-08-28;4;272.32;UN
91;13;;4;1;2024-08-28;737;7.55;UN
53;;;34;3;2024-08-28;8;67.2;UN
113;10;13;19;1;2024-08-28;742;8.12;UN
143;;20;46;2;2024-08-28;428;22.31;UN
110;7;6;40;1;2024-08-28;133;31.7;UN
105;;;6;3;2024-08-28;27;167.82;UN
21;;;38;2;2024-08-28;429;33.49;UN
46;;;14;2;2024-08-28;568;11.1;UN
114;13;14;54;1;2024-08-28;233;10.57;UN
149;13;;62;1;2024-08-28;60;1.48;UN
91;5;9;54;1;2024-08-28;366;8.79;UN
94;;15;55;2;2024-08-28;314;37.28;UN
96;33;5;43;1;2024-08-28;405;31.91;UN
148;;9;58;2;2024-08-28;303;1.09;UN
34;16;7;38;1;2024-08-28;736;209.12;UN
77;;14;6;2;2024-08-29;533;1.07;UN
121;;2;17;2;2024-08-29;845;0.77;UN
115;8;12;8;1;2024-08-29;79;68.21;UN
147;;1;67;2;2024-08-29;525;0.77;UN
67;5;17;61;1;2024-08-29;533;84.06;UN
88;;11;67;2;2024-08-29;809;6.45;UN
139;;;4;3;2024-08-29;19;180.5;UN
116;16;;50;1;2024-08-29;743;84.09;UN
26;;;68;2;2024-08-29;792;4.99;UN
131;14;9;66;1;2024-08-29;901;42.68;UN
94;;;59;3;2024-08-29;21;39.09;UN
102;9;16;30;1;2024-08-29;924;283.59;UN
2;26;7;36;1;2024-08-29;556;71.6;UN
12;;2;36;2;2024-08-29;462;33.25;UN
37;9;;35;1;2024-08-29;342;24.15;UN
128;;;36;2;2024-08-29;542;12.22;UN
116;;;6;2;2024-08-29;389;74.95;UN
53;;;4;3;2024-08-29;27;72.96;UN
17;;14;18;2;2024-08-29;485;11.61;UN
161;;9;70;2;2024-08-29;300;33.37;UN
25;28;9;40;1;2024-08-29;849;112.57;UN
112;;2;67;2;2024-08-29;113;232.11;UN
156;;4;55;2;2024-08-29;216;29.48;UN
162;14;16;52;1;2024-08-29;560;186.59;UN
32;;;13;3;2024-08-29;7;119.9;UN
158;;;39;3;2024-08-29;46;445.19;UN
6;;12;46;2;2024-08-29;523;17.82;UN
1;8;8;61;1;2024-08-29;310;15.41;UN
151;;;68;2;2024-08-29;843;4.47;UN
107;;;15;3;2024-08-29;1;84.02;UN
110;24;16;58;1;2024-08-29;433;31.74;UN
46;;13;63;2;2024-08-29;903;9.26;UN
69;24;;50;1;2024-08-29;688;27.28;UN
59;;;16;3;2024-08-29;13;8.36;UN
28;;;31;3;2024-08-29;17;60.61;UN
42;;19;17;2;2024-08-29;827;4.36;UN
3;;;14;3;2024-08-29;2;37.7;UN
35;35;17;65;1;2024-08-29;314;19.35;UN
26;;;56;3;2024-08-29;44;5.6;UN
92;;;1;2;2024-08-29;997;9.3;UN
41;;18;43;2;2024-08-29;413;135.43;UN
81;;2;40;2;2024-08-29;872;1.17;UN
10;30;14;35;1;2024-08-29;563;107.93;UN
104;21;;9;1;2024-08-29;641;181.47;UN
153;;20;50;2;2024-08-29;425;148.3;UN
157;;;42;2;2024-08-29;429;273.94;UN
151;24;;25;1;2024-08-29;206;5.65;UN
68;;;4;3;2024-08-29;32;246.43;UN
119;8;9;20;1;2024-08-29;653;100.73;UN
9;;;1;2;2024-08-29;305;18.26;UN
59;;18;58;2;2024-08-29;281;8.72;UN
105;18;20;44;1;2024-08-29;316;182.97;UN
22;;;43;2;2024-08-29;454;17.47;UN
140;13;11;26;1;2024-08-29;395;221.9;UN
138;;;37;3;2024-08-29;10;70.92;UN
54;7;19;65;1;2024-08-29;468;69.73;UN
130;7;;7;1;2024-08-29;362;34.78;UN
152;;;40;3;2024-08-29;3;225.14;UN
19;;;67;3;2024-08-29;30;16.82;UN
109;;;66;2;2024-08-30;853;26.06;UN
84;;9;38;2;2024-08-30;238;17.45;UN
77;;;40;3;2024-08-30;11;1.15;UN
116;;;22;2;2024-08-30;340;79.84;UN
87;;8;67;2;2024-08-30;789;8.73;UN
68;;3;12;2;2024-08-30;968;237.63;UN
31;29;7;47;1;2024-08-30;875;209.99;UN
90;;;32;3;2024-08-30;19;14.23;UN
131;25;;62;1;2024-08-30;511;35.3;UN
77;32;;14;1;2024-08-30;292;1.28;UN
5;12;;42;1;2024-08-30;492;1526.6;UN
147;;;47;3;2024-08-30;35;0.79;UN
3;;18;25;2;2024-08-30;976;35.09;UN
3;;6;61;2;2024-08-30;15;40.5;UN
15;;;24;2;2024-08-30;265;31.08;UN
42;;14;48;2;2024-08-30;861;5.1;UN
77;;;51;3;2024-08-30;6;1.08;UN
72;;13;62;2;2024-08-30;267;1.84;UN
40;19;9;43;1;2024-08-30;871;204.13;UN
70;;3;18;2;2024-08-30;561;127.41;UN
150;;;68;2;2024-08-30;650;5.22;UN
1;;;67;3;2024-08-30;36;15.52;UN
30;;;64;3;2024-08-30;16;242.09;UN
18;15;;10;1;2024-08-30;830;0.47;UN
158;;17;42;2;2024-08-30;622;491.11;UN
91;23;3;51;1;2024-08-30;490;8.12;UN
155;34;5;46;1;2024-08-30;469;46.4;UN
2;9;;46;1;2024-08-30;536;72.41;UN
83;;;28;2;2024-08-30;923;21.11;UN
12;21;2;44;1;2024-08-30;535;39.08;UN
50;;;18;3;2024-08-30;7;21.5;UN
45;;14;3;2;2024-08-30;371;159.18;UN
22;26;6;24;1;2024-08-30;820;19.16;UN
4;3;12;40;1;2024-08-30;815;6.63;UN
38;34;18;48;1;2024-08-30;487;27.67;UN
161;11;;40;1;2024-08-30;970;34.23;UN
40;;3;68;2;2024-08-30;671;162.97;UN
4;13;5;23;1;2024-08-30;301;7.34;UN
105;;13;25;2;2024-08-30;908;185.48;UN
109;;2;57;2;2024-08-30;543;30.58;UN
103;;;27;2;2024-08-30;87;22.95;UN
18;34;4;52;1;2024-08-30;11;0.51;UN
155;;;26;2;2024-08-30;66;53.42;UN
104;;;55;2;2024-08-30;783;188.49;UN
30;;;65;3;2024-08-30;17;200.89;UN
110;;7;56;2;2024-08-30;895;29.47;UN
160;;;29;2;2024-08-30;64;209.51;UN
73;31;16;24;1;2024-08-30;474;2.07;UN
141;12;3;64;1;2024-08-30;162;86.53;UN
51;31;19;3;1;2024-09-02;192;28.22;UN
57;;16;20;2;2024-09-02;822;53.3;UN
22;;;14;3;2024-09-02;19;20.38;UN
30;;4;43;2;2024-09-02;398;199.43;UN
52;36;10;68;1;2024-09-02;341;90.84;UN
86;9;6;48;1;2024-09-02;777;33.61;UN
145;;;15;2;2024-09-02;886;2.14;UN
9;;1;11;2;2024-09-02;399;20.19;UN
99;25;;40;1;2024-09-02;408;33.27;UN
4;25;;39;1;2024-09-02;152;7.66;UN
134;;;20;3;2024-09-02;49;1.13;UN
90;14;12;9;1;2024-09-02;311;12.61;UN
9;;;52;3;2024-09-02;34;21.93;UN
136;34;;1;1;2024-09-02;922;1.47;UN
125;24;;53;1;2024-09-02;75;5.27;UN
35;;;39;2;2024-09-02;974;20.06;UN
161;;;46;2;2024-09-02;877;31.96;UN
141;;;61;3;2024-09-02;12;68.58;UN
56;9;7;7;1;2024-09-02;870;35.01;UN
60;;5;11;2;2024-09-02;944;9.81;UN
129;6;18;1;1;2024-09-02;843;12.67;UN
72;;;66;3;2024-09-02;8;1.79;UN
9;;;31;3;2024-09-02;38;23.47;UN
27;;7;52;2;2024-09-02;14;113.08;UN
36;;19;69;2;2024-09-02;93;0.71;UN
32;;;1;3;2024-09-02;48;109.43;UN
103;;;24;2;2024-09-02;436;17.5;UN
134;35;7;26;1;2024-09-02;763;1.28;UN
79;;;40;3;2024-09-02;44;256.25;UN
22;;19;65;2;2024-09-02;148;18.11;UN
110;28;3;21;1;2024-09-02;406;33.14;UN
63;;12;2;2;2024-09-02;520;100.23;UN
133;;;5;3;2024-09-02;34;18.77;UN
87;16;10;61;1;2024-09-02;61;9.83;UN
94;;14;2;2;2024-09-02;452;36.02;UN
86;32;20;40;1;2024-09-02;11;32.69;UN
147;9;6;25;1;2024-09-02;38;0.78;UN
98;26;;66;1;2024-09-02;698;93.21;UN
138;;2;27;2;2024-09-02;16;58.94;UN
47;;10;60;2;2024-09-02;21;8.49;UN
2;7;;68;1;2024-09-02;642;68.67;UN
153;32;12;58;1;2024-09-02;721;146.97;UN
65;;1;39;2;2024-09-02;970;0.91;UN
35;;;27;3;2024-09-02;8;21.23;UN
70;;16;35;2;2024-09-02;953;103.75;UN
13;;;40;3;2024-09-02;48;13.06;UN
37;31;13;67;1;2024-09-02;621;26.09;UN
110;;18;69;2;2024-09-02;103;29.54;UN
41;12;18;4;1;2024-09-02;678;151.16;UN
1;;4;10;2;2024-09-02;869;14.43;UN
54;;8;19;2;2024-09-02;80;79.77;UN
78;;;23;2;2024-09-02;168;135.77;UN
18;;9;8;2;2024-09-02;528;0.42;UN
88;25;8;60;1;2024-09-02;818;7.03;UN
67;1;;14;1;2024-09-02;718;92.11;UN
50;26;12;68;1;2024-09-02;539;19.97;UN
98;;15;22;2;2024-09-02;274;88.99;UN
63;;13;12;2;2024-09-02;57;91.49;UN
132;34;6;47;1;2024-09-03;501;16.9;UN
84;27;9;14;1;2024-09-03;974;19.51;UN
135;;;62;3;2024-09-03;40;0.29;UN
107;;8;56;2;2024-09-03;736;84.57;UN
62;;10;36;2;2024-09-03;540;86.87;UN
126;;;40;2;2024-09-03;813;62.17;UN
158;;;13;3;2024-09-03;36;489.04;UN
141;21;2;20;1;2024-09-03;751;87.71;UN
143;;5;64;2;2024-09-03;99;24.68;UN
104;19;12;15;1;2024-09-03;779;238.38;UN
20;;19;37;2;2024-09-03;353;13.83;UN
51;;12;69;2;2024-09-03;999;24.45;UN
45;21;;29;1;2024-09-03;524;126.69;UN
65;23;13;24;1;2024-09-03;237;0.87;UN
153;;6;19;2;2024-09-03;321;168.26;UN
52;34;12;23;1;2024-09-03;719;97.38;UN
57;;;65;3;2024-09-03;47;60.63;UN
75;;;33;3;2024-09-03;31;0.92;UN
2;;;57;3;2024-09-03;8;78.24;UN
64;;1;49;2;2024-09-03;812;1.07;UN
105;;1;1;2;2024-09-03;984;139.39;UN
90;;;11;2;2024-09-03;701;14.45;UN
7;11;4;62;1;2024-09-03;59;30.99;UN
33;;;1;3;2024-09-03;42;25.95;UN
26;6;13;35;1;2024-09-03;140;5.86;UN
8;5;;23;1;2024-09-03;910;18.79;UN
85;30;9;23;1;2024-09-03;932;36.15;UN
47;;3;58;2;2024-09-03;648;7.15;UN
87;;9;13;2;2024-09-03;645;9.04;UN
50;;;25;3;2024-09-03;9;22.31;UN
119;;7;23;2;2024-09-03;113;86.46;UN
49;28;10;59;1;2024-09-03;657;62.78;UN
42;;;9;3;2024-09-03;2;4.7;UN
115;;17;63;2;2024-09-03;329;67.05;UN
42;;8;12;2;2024-09-03;378;4.17;UN
67;;6;24;2;2024-09-03;935;84.86;UN
123;;;3;3;2024-09-03;9;34.19;UN
58;;1;11;2;2024-09-03;599;4.97;UN
119;27;;27;1;2024-09-03;333;92.8;UN
36;18;16;24;1;2024-09-03;956;0.82;UN
16;33;11;69;1;2024-09-03;162;32.02;UN
90;;15;23;2;2024-09-03;388;14.99;UN
142;;;13;3;2024-09-03;33;79.15;UN
78;;9;9;2;2024-09-03;937;149.62;UN
131;;7;24;2;2024-09-03;846;46.95;UN
102;31;1;39;1;2024-09-03;938;280.71;UN
67;;3;62;2;2024-09-03;597;77.86;UN
144;;16;52;2;2024-09-03;815;15.57;UN
96;;9;9;2;2024-09-03;27;26.85;UN
59;30;;11;1;2024-09-04;154;10.01;UN
105;33;3;19;1;2024-09-04;803;183.19;UN
13;;7;29;2;2024-09-04;195;12.69;UN
54;;;42;3;2024-09-04;23;70.43;UN
4;;14;44;2;2024-09-04;30;6.63;UN
7;11;10;54;1;2024-09-04;728;32.12;UN
159;8;11;46;1;2024-09-04;959;128.07;UN
3;;;49;3;2024-09-04;44;47.25;UN
128;;20;46;2;2024-09-04;216;12.21;UN
116;;16;56;2;2024-09-04;428;85.34;UN
111;8;11;6;1;2024-09-04;685;186.89;UN
22;;;24;2;2024-09-04;822;22.33;UN
87;;13;12;2;2024-09-04;676;8.05;UN
112;;19;64;2;2024-09-04;31;270.11;UN
95;;;31;3;2024-09-04;8;33.35;UN
27;7;3;62;1;2024-09-04;647;113.7;UN
139;8;5;22;1;2024-09-04;328;219.76;UN
59;6;6;48;1;2024-09-04;76;8.39;UN
10;;15;61;2;2024-09-04;816;107.53;UN
105;2;10;39;1;2024-09-04;287;142.14;UN
54;2;18;44;1;2024-09-04;515;61.07;UN
89;4;5;13;1;2024-09-04;552;10.96;UN
36;;;33;2;2024-09-04;786;0.78;UN
129;;17;15;2;2024-09-04;482;14.71;UN
50;;;68;3;2024-09-04;46;21.75;UN
155;;14;67;2;2024-09-04;461;42.23;UN
35;2;18;5;1;2024-09-05;217;22.65;UN
157;;;32;3;2024-09-05;48;216.34;UN
76;;;55;2;2024-09-05;461;0.77;UN
100;;19;60;2;2024-09-05;724;0.74;UN
114;21;14;70;1;2024-09-05;699;13.24;UN
61;;5;6;2;2024-09-05;747;86.46;UN
111;;19;1;2;2024-09-05;592;182.25;UN
106;;;34;3;2024-09-05;14;64.65;UN
26;;6;16;2;2024-09-05;491;5.0;UN
55;;7;14;2;2024-09-05;753;71.61;UN
142;28;;18;1;2024-09-05;898;66.81;UN
82;;;38;3;2024-09-05;1;1.46;UN
44;;;33;2;2024-09-05;382;140.56;UN
66;;;54;2;2024-09-05;820;292.78;UN
161;;;18;3;2024-09-05;9;32.74;UN
52;18;5;12;1;2024-09-05;628;105.04;UN
19;;20;58;2;2024-09-05;661;14.5;UN
70;27;11;11;1;2024-09-05;135;100.91;UN
108;17;13;59;1;2024-09-05;496;212.84;UN
119;;9;16;2;2024-09-05;688;79.27;UN
27;3;20;43;1;2024-09-05;746;91.71;UN
92;15;;59;1;2024-09-05;826;9.02;UN
1;14;;3;1;2024-09-05;178;15.54;UN
78;;19;17;2;2024-09-05;108;136.19;UN
27;1;20;4;1;2024-09-05;531;98.85;UN
17;;8;50;2;2024-09-05;113;13.5;UN
43;10;;67;1;2024-09-05;786;23.76;UN
37;;14;35;2;2024-09-05;453;23.84;UN
148;17;16;22;1;2024-09-05;240;1.25;UN
48;;12;58;2;2024-09-05;4;4546.41;UN
154;;11;48;2;2024-09-05;248;26.6;UN
64;21;20;35;1;2024-09-05;919;1.07;UN
7;14;8;43;1;2024-09-05;73;30.14;UN
110;;;3;3;2024-09-05;24;26.71;UN
39;;10;43;2;2024-09-05;209;40.0;UN
30;;8;59;2;2024-09-05;466;245.64;UN
27;33;12;42;1;2024-09-05;378;118.64;UN
152;;18;5;2;2024-09-05;450;250.47;UN
147;;;41;3;2024-09-05;17;0.94;UN
68;15;10;14;1;2024-09-05;534;208.67;UN
15;;16;56;2;2024-09-05;379;29.3;UN
151;6;8;36;1;2024-09-05;772;5.33;UN
29;5;1;38;1;2024-09-05;222;6.18;UN
96;13;5;4;1;2024-09-05;18;27.35;UN
38;18;9;52;1;2024-09-05;852;28.68;UN
122;34;10;46;1;2024-09-05;959;25.44;UN
104;20;;21;1;2024-09-05;800;241.35;UN
68;;9;34;2;2024-09-05;95;235.9;UN
31;;;51;3;2024-09-05;16;216.88;UN
14;;;32;3;2024-09-05;12;10.29;UN
139;12;;25;1;2024-09-05;556;228.8;UN
140;19;;47;1;2024-09-05;787;216.37;UN
93;;;34;2;2024-09-05;87;35.69;UN
92;;5;2;2;2024-09-05;411;7.97;UN
35;;;59;3;2024-09-06;44;17.87;UN
159;;7;5;2;2024-09-06;152;120.44;UN
87;;;21;3;2024-09-06;47;7.16;UN
118;26;14;3;1;2024-09-06;161;63.76;UN
109;27;13;60;1;2024-09-06;477;30.2;UN
66;;1;42;2;2024-09-06;178;272.68;UN
27;15;;47;1;2024-09-06;63;88.08;UN
135;;;24;3;2024-09-06;30;0.25;UN
97;;;4;3;2024-09-06;43;24.98;UN
1;;;21;2;2024-09-06;335;14.43;UN
29;10;;29;1;2024-09-06;143;5.67;UN
53;;11;47;2;2024-09-06;4;82.25;UN
2;;12;48;2;2024-09-06;907;65.66;UN
36;25;2;27;1;2024-09-06;119;0.69;UN
152;;5;32;2;2024-09-06;754;271.63;UN
26;;17;69;2;2024-09-06;328;6.69;UN
5;;18;11;2;2024-09-06;733;1478.34;UN
30;;;63;3;2024-09-06;15;253.44;UN
89;7;;47;1;2024-09-06;524;11.82;UN
37;31;11;32;1;2024-09-06;675;26.63;UN
122;20;10;46;1;2024-09-06;843;32.26;UN
132;;;38;3;2024-09-06;16;17.81;UN
75;;8;58;2;2024-09-06;675;0.73;UN
142;;14;34;2;2024-09-06;462;88.52;UN
149;18;4;15;1;2024-09-06;306;1.41;UN
91;26;20;65;1;2024-09-06;299;7.39;UN
54;8;4;11;1;2024-09-06;870;71.82;UN
4;;;43;2;2024-09-06;206;6.75;UN
19;;12;42;2;2024-09-06;401;17.03;UN
25;;;62;3;2024-09-06;16;119.47;UN
9;;;56;3;2024-09-06;16;17.29;UN
25;;;57;3;2024-09-06;42;98.43;UN
49;;7;1;2;2024-09-06;841;54.88;UN
30;;20;58;2;2024-09-06;274;228.47;UN
19;30;;6;1;2024-09-06;631;13.09;UN
19;8;18;61;1;2024-09-06;291;12.8;UN
52;20;5;69;1;2024-09-06;162;114.12;UN
4;;8;67;2;2024-09-06;702;7.24;UN
15;;;16;3;2024-09-06;27;27.03;UN
82;19;;28;1;2024-09-06;516;1.4;UN
131;8;10;48;1;2024-09-06;414;35.4;UN
89;;18;62;2;2024-09-06;721;13.09;UN
52;;12;1;2;2024-09-09;657;115.05;UN
118;;5;45;2;2024-09-09;937;70.89;UN
131;11;19;18;1;2024-09-09;916;42.96;UN
62;32;;14;1;2024-09-09;296;101.31;UN
34;;;24;3;2024-09-09;5;215.22;UN
23;;;26;2;2024-09-09;966;6.25;UN
42;;;59;3;2024-09-09;44;3.98;UN
3;;;55;2;2024-09-09;649;37.04;UN
113;;;67;2;2024-09-09;515;7.13;UN
89;;;46;3;2024-09-09;12;13.03;UN
17;;4;52;2;2024-09-09;442;12.96;UN
150;;;59;3;2024-09-09;47;6.49;UN
138;1;;48;1;2024-09-09;598;58.83;UN
136;;;10;3;2024-09-09;23;1.64;UN
86;;;9;3;2024-09-09;27;43.53;UN
101;;;21;3;2024-09-09;43;19.77;UN
81;28;20;44;1;2024-09-09;939;1.09;UN
159;;;40;3;2024-09-09;44;133.52;UN
109;26;3;38;1;2024-09-09;899;31.49;UN
45;;;35;2;2024-09-09;700;150.65;UN
81;22;;17;1;2024-09-09;412;1.27;UN
147;;16;64;2;2024-09-09;250;0.77;UN
77;;2;67;2;2024-09-09;146;1.09;UN
28;;;53;3;2024-09-09;39;60.74;UN
160;29;9;38;1;2024-09-09;950;194.43;UN
42;;;37;3;2024-09-09;27;4.41;UN
125;15;;34;1;2024-09-09;209;3.99;UN
43;12;8;27;1;2024-09-09;420;29.67;UN
138;21;1;29;1;2024-09-09;644;62.19;UN
69;;9;69;2;2024-09-09;988;25.2;UN
52;;17;68;2;2024-09-09;165;95.76;UN
19;25;5;48;1;2024-09-09;413;12.91;UN
47;23;;2;1;2024-09-09;712;8.28;UN
12;;;44;3;2024-09-09;18;41.0;UN
92;;;52;3;2024-09-09;1;9.05;UN
153;7;7;38;1;2024-09-09;969;198.76;UN
78;;;17;3;2024-09-09;8;172.54;UN
150;;1;27;2;2024-09-09;804;5.49;UN
5;;7;58;2;2024-09-09;473;1454.84;UN
78;2;;57;1;2024-09-09;230;132.04;UN
31;4;5;5;1;2024-09-09;747;250.67;UN
16;;4;1;2;2024-09-09;773;28.35;UN
131;;11;1;2;2024-09-09;839;46.29;UN
61;16;15;59;1;2024-09-10;82;84.27;UN
111;;12;68;2;2024-09-10;876;145.53;UN
37;19;20;28;1;2024-09-10;445;25.41;UN
66;9;4;13;1;2024-09-10;647;334.84;UN
3;18;;16;1;2024-09-10;163;46.92;UN
10;;;51;2;2024-09-10;249;124.38;UN
26;3;1;25;1;2024-09-10;863;5.14;UN
58;;;3;3;2024-09-10;10;5.04;UN
134;;4;30;2;2024-09-10;257;0.98;UN
109;;15;19;2;2024-09-10;309;31.34;UN
86;;20;26;2;2024-09-10;986;39.85;UN
117;;;29;3;2024-09-10;5;64.0;UN
43;;;1;3;2024-09-10;24;27.99;UN
162;;19;20;2;2024-09-10;353;177.49;UN
152;32;;61;1;2024-09-10;290;257.88;UN
23;;3;54;2;2024-09-10;586;5.78;UN
57;3;11;27;1;2024-09-10;528;59.52;UN
54;;;39;3;2024-09-10;22;69.67;UN
43;;9;15;2;2024-09-10;60;29.46;UN
108;;;37;2;2024-09-10;17;217.28;UN
8;;;40;3;2024-09-10;31;14.12;UN
110;29;10;66;1;2024-09-10;837;29.54;UN
85;;;52;3;2024-09-10;28;38.54;UN
120;;2;63;2;2024-09-10;22;1.37;UN
9;28;;35;1;2024-09-10;803;22.45;UN
68;21;;8;1;2024-09-10;738;205.32;UN
112;3;15;42;1;2024-09-10;404;242.95;UN
146;34;7;37;1;2024-09-10;679;2.22;UN
63;;20;56;2;2024-09-10;33;80.01;UN
115;1;14;2;1;2024-09-10;55;73.01;UN
156;;2;28;2;2024-09-10;804;29.86;UN
45;7;;48;1;2024-09-10;535;141.54;UN
133;;;29;2;2024-09-10;400;21.7;UN
7;;;66;3;2024-09-10;27;29.24;UN
9;21;12;69;1;2024-09-10;897;18.37;UN
12;;16;70;2;2024-09-10;534;34.25;UN
156;34;;29;1;2024-09-10;742;34.6;UN
45;;;61;3;2024-09-10;9;162.96;UN
67;13;11;19;1;2024-09-10;653;84.56;UN
14;1;8;28;1;2024-09-10;722;8.22;UN
52;;;69;3;2024-09-10;24;112.15;UN
69;;;16;2;2024-09-10;443;26.88;UN
21;3;;50;1;2024-09-10;995;29.05;UN
153;;18;5;2;2024-09-10;164;164.4;UN
