tipo_mov_id;data;qtde_prod;preco_venda;;;TAMANHO AMOSTRA;2.79
2;16/10/2024;394;218.54;;;;
2;14/02/2025;901;6.7;;;;
2;19/08/2024;58;52.42;;;;
2;08/01/2026;126;16.98;;;;
2;04/02/2026;16;139.66;;;;
2;20/02/2026;275;58.52;;;;
2;12/09/2025;20;7.29;;;;
2;17/04/2025;757;4.31;;;;
2;14/01/2026;183;4.48;;;;
2;20/11/2025;343;6.51;;;;
2;14/10/2025;901;165.04;;;;
2;01/07/2024;142;8.05;;;;
2;28/05/2025;598;12.62;;;;
2;14/03/2025;950;11.95;;;;
2;16/12/2025;443;8.44;;;;
2;17/01/2025;103;36.92;;;;
2;30/03/2026;251;184.15;;;;
2;08/09/2025;754;1.84;;;;
2;19/02/2025;987;180.39;;;;
2;27/04/2026;786;1.33;;;;
2;30/08/2024;66;53.42;;;;
2;18/12/2024;577;0.93;;;;
2;14/04/2025;651;198.46;;;;
2;07/04/2025;398;15.62;;;;
2;19/07/2024;479;10.99;;;;
2;25/10/2024;491;35.24;;;;
2;07/08/2025;790;0.85;;;;
2;25/04/2025;626;0.62;;;;
2;14/03/2025;872;117.38;;;;
2;22/11/2024;98;6.29;;;;
2;22/05/2025;181;105.13;;;;
2;14/05/2025;891;1.65;;;;
2;18/11/2024;982;265.48;;;;
2;01/08/2025;757;148.84;;;;
2;14/10/2024;141;29.81;;;;
2;25/12/2024;176;8.39;;;;
2;14/11/2025;514;39.72;;;;
2;24/03/2025;428;134.18;;;;
2;18/06/2025;16;18.23;;;;
2;14/08/2025;277;4629.25;;;;
2;27/10/2025;677;154.08;;;;
2;06/10/2025;939;32.59;;;;
2;10/04/2025;277;78.52;;;;
2;08/05/2025;301;79.82;;;;
2;26/12/2024;779;9.3;;;;
2;19/03/2026;223;0.85;;;;
2;03/10/2024;647;87.99;;;;
2;18/05/2026;788;1.2;;;;
2;15/04/2026;318;6.23;;;;
2;03/12/2024;247;155.52;;;;
2;09/12/2024;802;30.54;;;;
2;05/09/2025;483;80.37;;;;
2;29/12/2025;505;1.59;;;;
2;11/08/2025;738;0.72;;;;
2;24/03/2026;797;1.81;;;;
2;18/11/2025;147;92.5;;;;
2;29/10/2025;493;243.27;;;;
2;18/11/2024;835;131.75;;;;
2;10/12/2025;582;4.91;;;;
2;15/04/2025;599;165.46;;;;
2;04/07/2024;616;26.57;;;;
2;27/09/2024;457;12.93;;;;
2;13/11/2025;188;2.27;;;;
2;12/12/2024;25;126.5;;;;
2;30/09/2024;253;274.6;;;;
2;12/08/2024;900;19.01;;;;
2;29/10/2025;434;209.1;;;;
2;23/07/2024;261;1.05;;;;
2;30/09/2024;919;42.72;;;;
2;15/07/2025;895;22.55;;;;
2;28/08/2024;826;79.5;;;;
2;07/11/2024;746;1.91;;;;
2;02/01/2026;125;4214.38;;;;
2;27/05/2026;151;154.73;;;;
2;04/10/2024;217;65.67;;;;
2;08/04/2026;611;24.03;;;;
2;19/03/2025;702;2.23;;;;
2;20/02/2025;432;18.3;;;;
2;18/11/2025;79;80.71;;;;
2;23/01/2025;385;7.5;;;;
2;03/07/2025;48;45.1;;;;
2;18/04/2025;966;24.9;;;;
2;26/02/2025;263;188.87;;;;
2;25/11/2024;197;15.88;;;;
2;30/08/2024;267;1.84;;;;
2;10/09/2024;33;80.01;;;;
2;05/03/2026;269;93.66;;;;
2;17/04/2026;227;0.24;;;;
2;01/05/2026;895;49.91;;;;
2;31/03/2026;972;0.84;;;;
2;07/11/2025;129;507.42;;;;
2;19/08/2024;7;247.98;;;;
2;02/01/2025;79;359.17;;;;
2;27/02/2026;146;252.5;;;;
2;07/11/2024;219;239.64;;;;
2;05/11/2025;866;44.06;;;;
2;11/07/2025;424;11.99;;;;
2;26/11/2025;219;16.71;;;;
2;31/10/2024;144;243.48;;;;
2;26/02/2025;858;27.06;;;;
2;18/11/2024;895;4.83;;;;
2;04/03/2026;347;129.64;;;;
2;19/11/2025;806;149.09;;;;
2;17/12/2024;288;1.51;;;;
2;01/07/2024;897;30.89;;;;
2;06/02/2025;686;95.39;;;;
2;16/09/2024;799;71.1;;;;
2;27/03/2025;270;93.56;;;;
2;07/11/2025;394;35.06;;;;
2;27/08/2024;553;0.31;;;;
2;19/12/2025;80;12.97;;;;
2;23/07/2024;552;6.91;;;;
2;20/12/2024;776;6.87;;;;
2;03/09/2025;761;11.45;;;;
2;16/07/2025;965;7.43;;;;
2;02/06/2025;5;18.61;;;;
2;26/08/2024;184;45.98;;;;
2;08/07/2024;549;34.59;;;;
2;04/10/2024;862;37.51;;;;
2;25/05/2026;373;79.64;;;;
2;25/12/2024;313;9.17;;;;
2;17/10/2024;84;32.33;;;;
2;29/07/2025;854;87.85;;;;
2;01/08/2024;278;4.87;;;;
2;23/06/2025;308;254.11;;;;
2;20/02/2025;974;85.42;;;;
2;12/03/2026;445;13.57;;;;
2;14/10/2025;760;234.71;;;;
2;24/03/2025;222;4100.31;;;;
2;12/03/2025;260;75.52;;;;
2;07/02/2025;549;35.72;;;;
2;18/03/2025;269;227.49;;;;
2;29/01/2025;350;23.11;;;;
2;08/05/2026;412;1.57;;;;
2;24/03/2025;547;99.61;;;;
2;11/03/2025;778;26.27;;;;
2;31/03/2025;889;57.33;;;;
2;03/02/2026;715;19.78;;;;
2;23/05/2025;162;6.37;;;;
2;17/09/2025;114;370.62;;;;
2;24/03/2025;261;0.79;;;;
2;04/07/2024;826;42.12;;;;
2;14/01/2025;328;31.93;;;;
2;15/05/2025;431;13.42;;;;
2;21/11/2025;29;98.05;;;;
2;13/06/2025;379;34.44;;;;
2;11/03/2026;576;11.93;;;;
2;04/06/2025;234;1.53;;;;
2;08/10/2025;606;4.8;;;;
2;12/07/2024;819;1;;;;
2;27/11/2025;900;8.34;;;;
2;05/11/2025;104;0.96;;;;
2;19/03/2025;757;1.91;;;;
2;17/10/2024;47;85.6;;;;
2;27/12/2024;609;9.91;;;;
2;17/03/2025;216;167.82;;;;
2;18/03/2026;226;145.62;;;;
2;24/12/2024;980;31.92;;;;
2;22/04/2025;354;29.09;;;;
2;18/11/2024;819;8.53;;;;
2;12/02/2025;650;23.65;;;;
2;08/07/2025;141;394.86;;;;
2;28/05/2026;893;88.89;;;;
2;30/07/2025;387;256.9;;;;
2;15/09/2025;348;189.51;;;;
2;03/09/2024;540;86.87;;;;
2;07/04/2025;322;6.66;;;;
2;06/03/2026;336;1.41;;;;
2;21/10/2024;646;21.01;;;;
2;21/02/2025;490;31.38;;;;
2;31/07/2024;544;1.83;;;;
2;04/11/2024;657;20.2;;;;
2;13/01/2025;751;29.56;;;;
2;08/01/2025;269;142.46;;;;
2;24/04/2025;237;6.55;;;;
2;04/11/2024;655;2.71;;;;
2;22/05/2025;711;1.93;;;;
2;24/09/2025;83;237.08;;;;
2;18/09/2025;168;8.67;;;;
2;24/03/2025;678;71.51;;;;
2;22/05/2026;301;37.55;;;;
2;13/04/2026;701;7.51;;;;
2;17/07/2025;679;23.68;;;;
2;02/07/2024;285;43.75;;;;
2;15/08/2024;276;30.18;;;;
2;13/12/2024;979;25.34;;;;
2;12/03/2025;776;223.58;;;;
2;30/09/2024;623;22.03;;;;
2;14/02/2025;207;281.56;;;;
2;15/07/2025;369;22.54;;;;
2;18/12/2024;815;0.63;;;;
2;09/12/2024;92;200.64;;;;
2;14/11/2024;577;231.96;;;;
2;23/10/2024;451;70.5;;;;
2;03/09/2025;558;7.59;;;;
2;29/10/2024;32;4.72;;;;
2;23/05/2025;23;12.31;;;;
2;19/11/2025;376;34.39;;;;
2;05/11/2024;250;22.21;;;;
2;27/03/2025;972;254.12;;;;
2;23/09/2024;470;1.87;;;;
2;04/11/2025;667;38.13;;;;
2;04/02/2025;174;179.98;;;;
2;07/11/2024;436;1.2;;;;
2;06/04/2026;976;38.92;;;;
2;12/02/2026;298;10.81;;;;
2;04/08/2025;750;78.08;;;;
2;05/02/2026;950;0.72;;;;
2;04/11/2025;520;213.02;;;;
2;19/03/2025;139;38.48;;;;
2;17/09/2024;868;1.16;;;;
2;10/10/2024;172;10.5;;;;
2;05/02/2025;336;7.69;;;;
2;17/10/2024;510;1.78;;;;
2;03/12/2025;956;21.27;;;;
2;20/12/2024;53;19.37;;;;
2;21/11/2025;779;30.68;;;;
2;29/07/2024;100;16.54;;;;
2;13/02/2026;692;87.28;;;;
2;17/12/2024;996;248.57;;;;
2;03/03/2025;160;117.38;;;;
2;20/11/2025;864;0.79;;;;
2;19/12/2024;686;135.16;;;;
2;06/08/2024;537;1.1;;;;
2;15/11/2024;189;27.76;;;;
2;17/02/2025;8;56.07;;;;
2;11/11/2024;172;65.99;;;;
2;10/07/2024;795;17.53;;;;
2;19/09/2024;225;18.48;;;;
2;23/09/2024;475;1.21;;;;
2;18/07/2025;883;52.68;;;;
2;06/05/2026;506;156.26;;;;
2;03/09/2024;815;15.57;;;;
2;17/07/2025;741;13.03;;;;
2;12/08/2025;691;74.31;;;;
2;26/09/2025;94;22.67;;;;
2;21/02/2025;356;13.84;;;;
2;03/10/2024;575;7.35;;;;
2;16/12/2025;211;197.14;;;;
2;27/11/2024;271;15.88;;;;
2;21/04/2025;373;1.39;;;;
2;08/05/2025;287;0.77;;;;
2;22/12/2025;375;11.78;;;;
2;01/06/2026;299;168.55;;;;
2;03/09/2024;648;7.15;;;;
2;04/06/2025;164;4.15;;;;
2;17/12/2025;77;28.98;;;;
2;09/09/2024;442;12.96;;;;
2;03/02/2026;398;17.7;;;;
2;16/09/2025;439;18.49;;;;
2;15/07/2025;192;229.14;;;;
2;21/05/2025;512;0.99;;;;
2;12/02/2025;988;151.1;;;;
2;03/02/2026;891;121.63;;;;
2;06/03/2026;122;7.85;;;;
2;26/01/2026;476;250.64;;;;
2;07/05/2025;471;0.5;;;;
2;20/12/2024;382;7.24;;;;
2;22/08/2025;504;18.08;;;;
2;26/03/2025;53;1239.9;;;;
2;15/10/2025;980;0.94;;;;
2;09/12/2025;41;47.25;;;;
2;16/04/2026;238;466.41;;;;
2;17/07/2024;646;20.82;;;;
2;10/12/2025;445;17.22;;;;
2;04/02/2025;24;260.07;;;;
2;06/06/2025;474;10.58;;;;
2;01/12/2025;180;60.3;;;;
2;31/10/2025;43;9.14;;;;
2;27/04/2026;519;2.52;;;;
2;13/02/2026;707;1.4;;;;
2;10/07/2025;141;0.24;;;;
2;12/06/2025;402;1.59;;;;
2;17/09/2025;626;59.56;;;;
2;16/01/2025;222;14.7;;;;
2;30/09/2025;775;366.11;;;;
2;27/03/2025;903;0.47;;;;
2;14/02/2025;205;68.48;;;;
2;29/10/2025;906;7.94;;;;
2;25/12/2025;644;12.92;;;;
2;10/03/2025;642;11.84;;;;
2;19/11/2024;208;8;;;;
2;03/07/2025;61;215.62;;;;
2;22/01/2025;615;80.09;;;;
2;01/01/2025;181;1.74;;;;
2;22/09/2025;715;9.96;;;;
2;13/05/2026;424;0.75;;;;
2;24/09/2025;537;71.33;;;;
2;14/11/2024;357;105.46;;;;
2;07/07/2025;981;23.32;;;;
2;17/07/2024;726;0.81;;;;
2;23/04/2026;433;345.45;;;;
2;12/02/2025;951;98;;;;
2;16/07/2025;231;229.21;;;;
2;12/07/2024;257;10.07;;;;
2;02/10/2025;11;4.92;;;;
2;17/03/2025;937;0.82;;;;
2;07/04/2025;947;127.72;;;;
2;28/05/2025;438;21.76;;;;
2;12/02/2026;820;215.53;;;;
2;03/09/2025;599;178.12;;;;
2;06/02/2025;236;106.67;;;;
2;02/10/2025;849;286.31;;;;
2;01/08/2024;213;4.26;;;;
2;17/10/2024;561;35.06;;;;
2;07/11/2025;889;23.87;;;;
2;04/02/2025;141;10.62;;;;
2;26/11/2024;801;109.64;;;;
2;22/09/2025;839;31.1;;;;
2;27/04/2026;572;20.26;;;;
2;13/11/2025;292;1.05;;;;
2;04/11/2025;658;6.57;;;;
2;31/03/2026;584;25.13;;;;
2;06/02/2025;916;0.31;;;;
2;06/08/2024;213;16.88;;;;
2;09/04/2025;147;89.2;;;;
2;05/11/2024;291;34.66;;;;
2;06/12/2024;463;6.91;;;;
2;31/10/2024;617;1.75;;;;
2;17/03/2025;739;14.49;;;;
2;22/09/2025;578;35.42;;;;
2;06/11/2024;540;32.82;;;;
2;04/12/2025;947;8.27;;;;
2;30/03/2026;332;269.06;;;;
2;14/05/2026;576;263.76;;;;
2;20/03/2025;124;10.69;;;;
2;19/08/2024;381;14.26;;;;
2;28/11/2024;204;49.89;;;;
2;18/08/2025;490;110.22;;;;
2;29/11/2024;600;7.07;;;;
2;05/06/2026;715;83.48;;;;
2;22/05/2025;409;106.64;;;;
2;10/01/2025;784;53.41;;;;
2;30/04/2026;769;66.94;;;;
2;22/08/2024;287;5.84;;;;
2;12/03/2026;487;25.04;;;;
2;19/05/2026;417;23.02;;;;
2;07/10/2024;521;21.44;;;;
2;06/03/2026;990;9.8;;;;
2;23/08/2024;381;36.79;;;;
2;18/07/2025;593;9.93;;;;
2;02/01/2026;941;5.19;;;;
2;04/07/2025;475;7.15;;;;
2;26/08/2025;247;2.01;;;;
2;29/04/2025;39;274.12;;;;
2;28/04/2026;305;7.71;;;;
2;13/06/2025;106;90.13;;;;
2;17/03/2025;849;129.51;;;;
2;11/05/2026;35;29.15;;;;
2;06/10/2025;667;110.44;;;;
2;11/07/2025;372;5.28;;;;
2;25/02/2025;856;37.95;;;;
2;21/05/2025;613;61.21;;;;
2;28/03/2025;125;7.32;;;;
2;09/10/2024;42;56.5;;;;
2;09/02/2026;139;82.6;;;;
2;20/11/2025;843;2.04;;;;
2;10/12/2024;873;14.34;;;;
2;18/02/2025;292;27.73;;;;
2;03/07/2024;821;10.43;;;;
2;02/12/2024;530;7.51;;;;
2;17/04/2026;853;1.19;;;;
2;13/01/2025;909;2.36;;;;
2;02/06/2025;416;26.4;;;;
2;04/08/2025;226;24.58;;;;
2;01/09/2025;250;34.37;;;;
2;30/10/2024;244;23.81;;;;
2;11/03/2025;187;27.68;;;;
2;04/08/2025;865;19.3;;;;
2;26/06/2025;408;63.07;;;;
2;08/04/2025;60;80.67;;;;
2;20/06/2025;549;11.9;;;;
2;19/02/2025;305;26.25;;;;
2;10/11/2025;830;4.61;;;;
2;03/11/2025;481;27.22;;;;
2;21/04/2025;490;1.34;;;;
2;13/08/2024;555;23.15;;;;
2;01/07/2024;419;31.72;;;;
2;30/07/2025;608;6.76;;;;
2;12/05/2025;749;6.38;;;;
2;30/06/2025;276;123.58;;;;
2;20/05/2026;496;7.35;;;;
2;31/07/2025;670;65.19;;;;
2;21/05/2025;213;1.43;;;;
2;13/01/2025;938;150.43;;;;
2;14/01/2026;744;0.93;;;;
2;27/03/2026;143;187.79;;;;
2;17/03/2026;759;61.4;;;;
2;19/07/2024;615;35.64;;;;
2;16/04/2025;721;5.81;;;;
2;30/06/2025;914;10.18;;;;
2;27/03/2026;112;85.77;;;;
2;29/11/2024;341;21.3;;;;
2;19/08/2025;950;7.53;;;;
2;28/05/2026;869;113.98;;;;
2;02/07/2025;524;21.97;;;;
2;14/05/2026;772;0.26;;;;
2;20/02/2025;678;100.28;;;;
2;26/02/2025;613;24.36;;;;
2;02/02/2026;521;95.62;;;;
2;16/09/2025;600;1.32;;;;
2;29/04/2026;926;71.16;;;;
2;04/10/2024;712;55.25;;;;
2;26/12/2024;987;278.24;;;;
2;04/12/2024;778;74.26;;;;
2;06/01/2025;202;61.98;;;;
2;11/03/2025;846;235.82;;;;
2;12/08/2025;904;132.79;;;;
2;02/06/2025;36;223.13;;;;
2;19/09/2024;345;276.26;;;;
2;09/12/2024;314;40.52;;;;
2;23/09/2024;557;21.27;;;;
2;20/04/2026;460;0.48;;;;
2;23/12/2024;491;146.81;;;;
2;21/08/2025;243;229.11;;;;
2;12/06/2025;711;140.38;;;;
2;07/07/2025;274;243.94;;;;
2;14/01/2026;183;71.84;;;;
2;30/07/2024;497;6.59;;;;
2;29/10/2024;363;7.92;;;;
2;26/02/2026;315;1.27;;;;
2;06/04/2026;217;15.69;;;;
2;12/03/2025;435;67.62;;;;
2;02/03/2026;612;19.94;;;;
2;24/01/2025;127;28.79;;;;
2;30/09/2024;558;175.97;;;;
2;08/10/2024;167;7.12;;;;
2;03/12/2024;731;74.14;;;;
2;17/04/2025;278;31.14;;;;
2;04/06/2026;339;88.55;;;;
2;25/12/2025;578;91.33;;;;
2;04/06/2026;593;35.49;;;;
2;15/08/2025;342;1.21;;;;
2;09/08/2024;814;232.57;;;;
2;19/05/2026;688;4.77;;;;
2;27/11/2025;235;164.98;;;;
2;12/09/2024;982;38.03;;;;
2;25/12/2024;111;76.14;;;;
2;10/04/2025;142;1.31;;;;
2;25/09/2024;713;0.26;;;;
2;05/02/2025;743;32.44;;;;
2;12/06/2025;922;32.48;;;;
2;13/02/2026;614;91.86;;;;
2;26/08/2024;682;35.99;;;;
2;17/06/2025;732;70.01;;;;
2;21/03/2025;747;266.54;;;;
2;24/04/2025;67;169.22;;;;
2;05/05/2026;211;22.19;;;;
2;08/04/2026;455;38.96;;;;
2;11/05/2026;394;73.54;;;;
2;03/12/2024;571;73.11;;;;
2;23/12/2024;556;79.88;;;;
2;01/05/2025;506;10.6;;;;
2;09/04/2025;307;154.63;;;;
2;28/05/2025;159;92.68;;;;
2;26/05/2025;557;15.53;;;;
2;10/07/2025;268;26.52;;;;
2;27/11/2025;613;2.14;;;;
2;31/12/2024;16;1.36;;;;
2;08/04/2026;957;0.88;;;;
2;08/05/2025;2;42.5;;;;
2;11/03/2025;607;25.98;;;;
2;12/06/2025;957;202.81;;;;
2;08/05/2026;853;27.46;;;;
2;16/04/2025;979;61.29;;;;
2;20/01/2025;702;67.44;;;;
2;15/10/2025;248;23.09;;;;
2;09/04/2025;466;1.41;;;;
2;17/02/2025;305;9.39;;;;
2;08/12/2025;166;148.67;;;;
2;18/10/2024;173;109.54;;;;
2;22/11/2024;981;21.87;;;;
2;20/02/2026;498;22.58;;;;
2;03/06/2025;642;28.28;;;;
2;18/09/2024;451;1.3;;;;
2;20/04/2026;199;72.74;;;;
2;26/02/2026;577;11.59;;;;
2;09/12/2025;834;214.7;;;;
2;04/02/2025;532;21.79;;;;
2;23/09/2024;738;19.56;;;;
2;26/09/2024;9;80.63;;;;
2;04/06/2026;654;20.35;;;;
2;09/01/2025;926;0.95;;;;
2;23/05/2025;603;21;;;;
2;12/02/2026;452;37.84;;;;
2;06/08/2024;727;62.32;;;;
2;18/05/2026;240;244.71;;;;
2;28/01/2026;599;99.19;;;;
2;03/02/2026;152;31.21;;;;
2;22/08/2024;539;20.46;;;;
2;21/04/2025;838;1.75;;;;
2;21/07/2025;659;0.98;;;;
2;08/10/2025;600;30.22;;;;
2;19/08/2025;423;46.51;;;;
2;24/09/2025;779;129.16;;;;
2;29/05/2026;641;6.36;;;;
2;17/11/2025;221;1.77;;;;
2;24/02/2026;729;27.48;;;;
2;20/06/2025;148;1.75;;;;
2;11/05/2026;493;38.86;;;;
2;21/02/2025;435;19.76;;;;
2;17/03/2025;223;2.29;;;;
2;28/07/2025;95;28.91;;;;
2;16/06/2025;500;220.84;;;;
2;27/12/2024;81;232.3;;;;
2;17/02/2025;845;124.84;;;;
2;18/09/2024;789;60.65;;;;
2;05/01/2026;954;13.76;;;;
2;17/07/2025;876;2.15;;;;
2;25/08/2025;642;12.32;;;;
2;21/01/2025;573;0.75;;;;
2;23/09/2025;857;25.47;;;;
2;02/04/2025;137;10.51;;;;
2;10/02/2025;28;247.61;;;;
2;09/02/2026;832;215.33;;;;
2;30/04/2025;94;7.94;;;;
2;12/11/2024;549;25.09;;;;
2;13/06/2025;125;141.95;;;;
2;19/08/2024;599;5.71;;;;
2;20/08/2025;45;93.91;;;;
2;16/01/2025;37;0.77;;;;
2;28/01/2026;802;0.73;;;;
2;22/09/2025;9;76.22;;;;
2;10/09/2024;22;1.37;;;;
2;19/05/2026;494;29.73;;;;
2;24/12/2025;205;129.14;;;;
2;26/11/2025;755;259.23;;;;
2;28/02/2025;435;1271.65;;;;
2;12/06/2025;767;5.72;;;;
2;13/08/2025;421;140.21;;;;
2;09/02/2026;66;44.87;;;;
2;17/07/2025;277;225.49;;;;
2;30/05/2025;726;11.55;;;;
2;30/03/2026;975;28.99;;;;
2;13/09/2024;21;7.92;;;;
2;05/01/2026;705;113.39;;;;
2;12/09/2025;646;11.63;;;;
2;04/09/2025;127;215.22;;;;
2;25/04/2025;580;18.81;;;;
2;31/12/2025;798;160.41;;;;
2;24/12/2025;338;23.69;;;;
2;16/09/2025;793;88.81;;;;
2;29/12/2025;500;57.01;;;;
2;07/11/2024;668;168.54;;;;
2;18/07/2025;421;11.08;;;;
2;02/08/2024;236;0.9;;;;
2;26/09/2024;683;19.02;;;;
2;29/04/2026;252;179.21;;;;
2;13/11/2024;81;15.19;;;;
2;25/02/2026;999;34.26;;;;
2;01/11/2024;548;180.07;;;;
2;08/04/2026;675;59.31;;;;
2;11/10/2024;844;1.63;;;;
2;28/08/2025;82;0.28;;;;
2;05/02/2026;319;91.31;;;;
2;14/10/2025;317;56.14;;;;
2;18/12/2025;206;15.64;;;;
2;11/12/2024;861;162.98;;;;
2;29/05/2025;879;2.24;;;;
2;04/12/2025;324;232.18;;;;
2;02/02/2026;428;0.74;;;;
2;07/11/2025;323;12.88;;;;
2;06/01/2026;991;8.16;;;;
2;28/07/2025;256;6.02;;;;
2;02/03/2026;198;2.27;;;;
2;28/03/2025;644;12.89;;;;
2;09/09/2024;804;5.49;;;;
2;12/12/2025;728;14.9;;;;
2;29/05/2025;933;37.49;;;;
2;11/10/2024;886;7.3;;;;
2;18/11/2025;408;7.91;;;;
2;04/12/2025;618;245.93;;;;
2;02/06/2025;66;1.19;;;;
2;24/07/2025;354;25.48;;;;
2;24/04/2025;133;90.12;;;;
2;30/05/2025;992;26.36;;;;
2;20/11/2025;309;31.25;;;;
2;05/11/2024;851;2.38;;;;
2;11/11/2024;92;4.45;;;;
2;06/02/2026;287;19.92;;;;
2;20/11/2024;317;48.18;;;;
2;19/03/2025;368;227.45;;;;
2;05/12/2024;475;212.3;;;;
2;21/01/2026;289;366.6;;;;
2;20/02/2026;797;67.3;;;;
2;15/01/2025;507;4.97;;;;
2;13/08/2024;847;179.42;;;;
2;16/01/2025;266;23.84;;;;
2;11/07/2024;57;4.44;;;;
2;20/01/2026;586;30.09;;;;
2;05/08/2024;940;40.33;;;;
2;30/12/2024;747;4.97;;;;
2;16/12/2024;951;69.55;;;;
2;21/04/2026;878;63.39;;;;
2;19/09/2025;215;180.73;;;;
2;19/12/2025;221;9.21;;;;
2;22/11/2024;405;90.29;;;;
2;14/02/2025;742;1.83;;;;
2;01/07/2024;138;166.5;;;;
2;27/05/2025;179;11.11;;;;
2;04/07/2025;995;225.99;;;;
2;06/05/2026;617;23.84;;;;
2;16/12/2024;416;10.98;;;;
2;21/05/2026;252;20.5;;;;
2;01/04/2025;213;10;;;;
2;08/12/2025;868;7.88;;;;
2;07/05/2026;931;71.01;;;;
2;02/01/2025;481;1.25;;;;
2;27/01/2026;989;0.9;;;;
2;06/04/2026;721;149.39;;;;
2;09/04/2025;215;97.93;;;;
2;06/12/2024;594;12.8;;;;
2;12/09/2025;632;2.28;;;;
2;07/11/2024;488;1.05;;;;
2;16/12/2025;675;56.79;;;;
2;24/01/2025;569;234.59;;;;
2;11/12/2024;628;1478.38;;;;
2;25/11/2025;667;204.92;;;;
2;04/10/2024;135;32.46;;;;
2;20/12/2024;671;228.27;;;;
2;05/05/2026;604;9.22;;;;
2;22/04/2026;181;183.99;;;;
2;16/02/2026;928;11.39;;;;
2;19/03/2026;171;237.51;;;;
2;10/02/2025;48;212.69;;;;
2;17/09/2024;21;20.01;;;;
2;20/04/2026;34;32.39;;;;
2;24/03/2025;986;159.07;;;;
2;17/10/2025;141;164.69;;;;
2;11/05/2026;692;1226.48;;;;
2;17/12/2024;859;14.68;;;;
2;18/05/2026;430;18.25;;;;
2;07/01/2026;885;43.36;;;;
2;25/12/2024;885;5.73;;;;
2;30/09/2025;799;4.49;;;;
2;26/03/2026;320;89.54;;;;
2;25/12/2025;986;12.14;;;;
2;14/11/2025;479;27.17;;;;
2;18/07/2025;862;0.29;;;;
2;25/11/2024;329;103.5;;;;
2;19/03/2025;461;7.41;;;;
2;20/08/2025;546;34.54;;;;
2;17/07/2024;465;3.81;;;;
2;02/03/2026;187;27.74;;;;
2;05/05/2025;103;23.17;;;;
2;05/02/2026;441;35.02;;;;
2;04/07/2024;424;189.97;;;;
2;30/04/2025;289;5.61;;;;
2;13/05/2025;791;174.89;;;;
2;19/11/2025;201;51.51;;;;
2;29/07/2025;238;84.72;;;;
2;10/06/2025;556;49.06;;;;
2;06/03/2025;430;1.64;;;;
2;26/05/2025;125;28.01;;;;
2;03/09/2025;425;4.19;;;;
2;26/03/2026;421;15.66;;;;
2;27/08/2024;516;183.33;;;;
2;25/07/2025;896;283.61;;;;
2;22/09/2025;896;89.19;;;;
2;08/11/2024;833;149.1;;;;
2;06/11/2025;275;6.55;;;;
2;20/03/2025;167;129.87;;;;
2;13/02/2026;697;34.01;;;;
2;12/06/2025;439;9.66;;;;
2;03/12/2025;542;143.84;;;;
2;10/04/2025;813;1.09;;;;
2;19/09/2024;258;82.38;;;;
2;27/08/2025;864;21.13;;;;
2;15/09/2025;516;7.48;;;;
2;29/10/2025;782;22.23;;;;
2;08/07/2025;413;234.96;;;;
2;23/05/2025;87;22.88;;;;
2;13/05/2025;674;81.88;;;;
2;12/03/2025;979;18.92;;;;
2;04/11/2024;223;102.25;;;;
2;10/09/2025;106;0.89;;;;
2;04/07/2024;589;6.92;;;;
2;19/11/2025;808;25.72;;;;
2;24/07/2025;445;18.33;;;;
2;17/12/2025;90;27.73;;;;
2;21/11/2024;659;5.53;;;;
2;13/04/2026;819;2.74;;;;
2;26/08/2025;173;34.25;;;;
2;04/07/2024;817;26.89;;;;
2;13/11/2025;191;104.4;;;;
2;21/05/2026;905;111.8;;;;
2;25/09/2024;761;4.16;;;;
2;12/11/2024;131;280.49;;;;
2;02/09/2025;197;280.77;;;;
2;24/11/2025;734;7.56;;;;
2;05/09/2024;87;35.69;;;;
2;30/01/2026;79;13.63;;;;
2;20/03/2026;683;31.97;;;;
2;06/06/2025;55;19.58;;;;
2;13/02/2026;892;1.07;;;;
2;09/07/2025;26;285.5;;;;
2;25/02/2026;446;5.11;;;;
2;24/04/2026;982;19.99;;;;
2;25/03/2026;94;7.41;;;;
2;12/03/2025;406;22.24;;;;
2;13/01/2026;233;1.12;;;;
2;16/08/2024;504;39.31;;;;
2;13/02/2025;900;0.83;;;;
2;15/04/2026;58;58.28;;;;
2;10/12/2024;295;292.41;;;;
2;22/08/2025;711;254.1;;;;
2;01/11/2024;278;43.47;;;;
2;09/04/2025;562;21.6;;;;
2;19/02/2026;284;10.86;;;;
2;15/12/2025;118;31.26;;;;
2;13/12/2024;831;102.37;;;;
2;09/02/2026;504;17.34;;;;
2;24/09/2024;707;5.07;;;;
2;21/02/2025;259;19.39;;;;
2;28/03/2025;50;175.29;;;;
2;03/03/2026;283;27.48;;;;
2;24/11/2025;550;34.27;;;;
2;26/12/2025;115;278.14;;;;
2;17/02/2026;250;5.96;;;;
2;17/02/2026;731;71.4;;;;
2;18/09/2024;975;0.89;;;;
2;17/12/2024;289;250.07;;;;
2;14/08/2025;43;0.68;;;;
2;21/02/2025;176;189.66;;;;
2;15/07/2025;733;221.7;;;;
2;11/03/2026;158;157.94;;;;
2;07/08/2025;247;19.45;;;;
2;08/05/2026;689;9.95;;;;
2;05/11/2025;522;19.27;;;;
2;13/01/2026;331;63.55;;;;
2;04/03/2025;215;4.91;;;;
2;19/02/2026;75;5.42;;;;
2;29/05/2026;447;0.95;;;;
2;03/06/2026;709;15.81;;;;
